BitCryptor,.clf,,"
","Has a GUI.
CryptoGraphic Locker family. Newer CoinVault variant.",,,,https://noransom.kaspersky.com/,,,https://www.google.de/search?tbm=isch&q=Ransomware+BitCryptor,,
BitStak,.bitstak,,,,Base64 + String Replacement,,,https://download.bleepingcomputer.com/demonslay335/BitStakDecrypter.zip,,,https://www.google.de/search?tbm=isch&q=Ransomware+BitStak,,
BlackShades Crypter,.Silent,,"Hacked_Read_me_to_decrypt_files.html
YourID.txt",,AES(256),SilentShade,,,http://nyxbone.com/malware/BlackShades.html,,https://www.google.de/search?tbm=isch&q=Ransomware+BlackShades+Crypter,,
Blocatto,.blocatto,,,Based on HiddenTear,AES(256),,,http://www.bleepingcomputer.com/forums/t/614456/bloccato-ransomware-bloccato-help-support-leggi-questo-filetxt/,,,https://www.google.de/search?tbm=isch&q=Ransomware+Blocatto,,
Booyah,,,,EXE was replaced to neutralize threat,,Salam!,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+Booyah,,
Brazilian,.lock,,MENSAGEM.txt,Based on EDA2,AES(256),,,,http://www.nyxbone.com/malware/brazilianRansom.html,,http://www.nyxbone.com/images/articulos/malware/brazilianRansom/0.png,,
Brazilian Globe,,.id-%ID%_garryweber@protonmail.ch,HOW_OPEN_FILES.html,,,,,,https://twitter.com/JakubKroustek/status/821831437884211201,,,,
BrLock,,,,,AES,,,,https://www.proofpoint.com/us/threat-insight/post/ransomware-explosion-continues-cryptflle2-brlock-mm-locker-discovered,,https://www.google.de/search?tbm=isch&q=Ransomware+BrLock,,
Browlock,,,,"no local encryption, browser only",,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+Browlock,,
BTCWare,.btcware,,#_HOW_TO_FIX_!.hta,Related to / new version of CryptXXX,,,,,https://twitter.com/malwrhunterteam/status/845199679340011520,,,,
Bucbi,,"
",,"no file name change, no extension",GOST,,,,http://researchcenter.paloaltonetworks.com/2016/05/unit42-bucbi-ransomware-is-back-with-a-ukrainian-makeover/,,https://www.google.de/search?tbm=isch&q=Ransomware+Bucbi,,
BuyUnlockCode,,(.*).encoded.([A-Z0-9]{9}),BUYUNLOCKCODE.txt,Does not delete Shadow Copies,,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+BuyUnlockCode,,
Central Security Treatment Organization,.cry,,"!Recovery_[random_chars].html
!Recovery_[random_chars].txt",,,,,,http://www.bleepingcomputer.com/forums/t/625820/central-security-treatment-organization-ransomware-help-topic-cry-extension/,,https://www.google.de/search?tbm=isch&q=Ransomware+Central+Security+Treatment+Organization,,
Cerber,".cerber
.cerber2
.cerber3",,"# DECRYPT MY FILES #.html
# DECRYPT MY FILES #.txt
# DECRYPT MY FILES #.vbs
# README.hta
_{RAND}_README.jpg
_{RAND}_README.hta
_HELP_DECRYPT_[A-Z0-9]{4-8}_.jpg
_HELP_DECRYPT_[A-Z0-9]{4-8}_.hta
_HELP_HELP_HELP_%random%.jpg
_HELP_HELP_HELP_%random%.hta
_HOW_TO_DECRYPT_[A-Z0-9]{4-8}_.jpg
_HOW_TO_DECRYPT_[A-Z0-9]{4-8}_.hta",,AES,,,,https://blog.malwarebytes.org/threat-analysis/2016/03/cerber-ransomware-new-but-mature/,https://community.rsa.com/community/products/netwitness/blog/2016/11/04/the-evolution-of-cerber-v410,https://www.google.de/search?tbm=isch&q=Ransomware+Cerber,,
CerberTear,,,,,,,,,https://twitter.com/struppigel/status/795630452128227333,,https://www.google.de/search?tbm=isch&q=Ransomware+CerberTear,,
Chimera,".crypt
4 random characters, e.g., .PzZs, .MKJL",,"YOUR_FILES_ARE_ENCRYPTED.HTML
YOUR_FILES_ARE_ENCRYPTED.TXT
<random>.gif",,,,,http://www.bleepingcomputer.com/news/security/chimera-ransomware-decryption-keys-released-by-petya-devs/,https://blog.malwarebytes.org/threat-analysis/2015/12/inside-chimera-ransomware-the-first-doxingware-in-wild/,,https://www.google.de/search?tbm=isch&q=Ransomware+Chimera,,
CHIP,".CHIP
.DALE",,"CHIP_FILES.txt
DALE_FILES.TXT",,,,,,http://malware-traffic-analysis.net/2016/11/17/index.html,https://www.bleepingcomputer.com/news/security/rig-e-exploit-kit-now-distributing-new-chip-ransomware/,https://www.google.de/search?tbm=isch&q=Ransomware+CHIP,,
Click Me Game,,,,,,,,,https://www.youtube.com/watch?v=Xe30kV4ip8w,,https://www.google.de/search?tbm=isch&q=Ransomware+Click+Me+Game,,
Clock,,,,Does not encrypt anything,,,,,https://twitter.com/JakubKroustek/status/794956809866018816,,https://www.google.de/search?tbm=isch&q=Ransomware+Clock,,
CloudSword,,,Warning警告.html,,,,,,https://twitter.com/BleepinComputer/status/822653335681593345,,https://www.google.de/search?tbm=isch&q=Ransomware+CloudSword,,
Cockblocker,.hannah,,,,,,,,https://twitter.com/jiriatvirlab/status/801910919739674624,,https://www.google.de/search?tbm=isch&q=Ransomware+Cockblocker,,
CoinVault,.clf,,wallpaper.jpg ,"CryptoGraphic Locker family. 
Has a GUI.
Do not confuse with CrypVault!",,,,https://noransom.kaspersky.com/,,,https://www.google.de/search?tbm=isch&q=Ransomware+CoinVault,,
Coverton,".coverton
.enigma
.czvxce",,"!!!-WARNING-!!!.html
!!!-WARNING-!!!.txt
",,AES(256),,,,http://www.bleepingcomputer.com/news/security/paying-the-coverton-ransomware-may-not-get-your-data-back/,,https://www.google.de/search?tbm=isch&q=Ransomware+Coverton,,
Crptxxx,.crptxxx,,HOW_TO_FIX_!.txt,Uses @enigma0x3's UAC bypass,,,,,https://twitter.com/malwrhunterteam/status/839467168760725508,,,,
Cryaki,.{CRYPTENDBLACKDC},,,,,,,https://support.kaspersky.com/viruses/disinfection/8547,,,https://www.google.de/search?tbm=isch&q=Ransomware+Cryaki,,
Crybola,,,,,,,,https://support.kaspersky.com/viruses/disinfection/8547,,,https://www.google.de/search?tbm=isch&q=Ransomware+Crybola,,
CryFile,".criptiko
.criptoko
.criptokod
.cripttt
.aga",,"SHTODELATVAM.txt
Instructionaga.txt",,Moves bytes,,,http://virusinfo.info/showthread.php?t=185396,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryFile,,
CryLocker,.cry,,"!Recovery_[random_chars].html
!Recovery_[random_chars].txt",Identifies victim locations w/Google Maps API,,"Cry, CSTO, Central Security Treatment Organization",,,http://www.bleepingcomputer.com/news/security/the-crylocker-ransomware-communicates-using-udp-and-stores-data-on-imgur-com/,,https://www.google.de/search?tbm=isch&q=Ransomware+CryLocker,,
CrypMIC,,,"README.TXT
README.HTML
README.BMP",CryptXXX clone/spinoff,AES(256),,,,http://blog.trendmicro.com/trendlabs-security-intelligence/crypmic-ransomware-wants-to-follow-cryptxxx/,,https://www.google.de/search?tbm=isch&q=Ransomware+CrypMIC,,
Crypren,.ENCRYPTED,,READ_THIS_TO_DECRYPT.html,,,,,https://github.com/pekeinfo/DecryptCrypren,http://www.nyxbone.com/malware/Crypren.html,,http://www.nyxbone.com/images/articulos/malware/crypren/0.png,,
Crypt38,.crypt38,,,,AES,,,https://download.bleepingcomputer.com/demonslay335/Crypt38Keygen.zip,https://blog.fortinet.com/2016/06/17/buggy-russian-ransomware-inadvertently-allows-free-decryption,,https://www.google.de/search?tbm=isch&q=Ransomware+Crypt38,,
CryptConsole,random,"decipher_ne@outlook.com_[encrypted_filename]
unCrypte@outlook.com_[encrypted_filename]",How decrypt files.hta,"Impersonates the Globe Ransomware
Will not actually encrypt files",,,,https://www.bleepingcomputer.com/forums/t/638344/cryptconsole-uncrypteoutlookcom-support-topic-how-decrypt-fileshta/,https://twitter.com/PolarToffee/status/824705553201057794,,,,
Cryptear,,,,,AES(256),Hidden Tear,,http://www.utkusen.com/blog/dealing-with-script-kiddies-cryptear-b-incident.html,,,https://www.google.de/search?tbm=isch&q=Ransomware+Cryptear,,
Crypter,,,,"Does not actually encrypt the files, but simply renames them",,,,,https://twitter.com/jiriatvirlab/status/802554159564062722,,,,
CryptFIle2,.scl,id[_ID]email_xerx@usa.com.scl,,,RSA,,,,https://www.proofpoint.com/us/threat-insight/post/ransomware-explosion-continues-cryptflle2-brlock-mm-locker-discovered,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptFIle2,,
CryptInfinite,.crinf,,,,,,,https://decrypter.emsisoft.com/,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptInfinite,,
CryptoBit,,,OKSOWATHAPPENDTOYOURFILES.TXT,"sekretzbel0ngt0us.KEY
do not confuse with CryptorBit",AES and RSA,,,,http://www.pandasecurity.com/mediacenter/panda-security/cryptobit/,http://news.softpedia.com/news/new-cryptobit-ransomware-could-be-decryptable-503239.shtml,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoBit,,
CryptoBlock,,,,RaaS,,,,,https://twitter.com/drProct0r/status/810500976415281154,https://blog.malwarebytes.com/threat-analysis/2017/03/cryptoblock-and-its-c2/,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoBlock,,
CryptoDefense,,,"HOW_DECRYPT.TXT
HOW_DECRYPT.HTML
HOW_DECRYPT.URL",no extension change,,,,https://decrypter.emsisoft.com/,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoDefense,,
CryptoDevil,.devil,,,,,,,,https://twitter.com/PolarToffee/status/843527738774507522,,,,
CryptoFinancial,,,,,,Ranscam,,,http://blog.talosintel.com/2016/07/ranscam.html,https://nakedsecurity.sophos.com/2016/07/13/ransomware-that-demands-money-and-gives-you-back-nothing/,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoFinancial,,
CryptoFortress,.frtrss,,READ IF YOU WANT YOUR FILES BACK.html,Mimics Torrentlocker. Encrypts only 50% of each file up to 5 MB,"AES(256), RSA (1024)",,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoFortress,,
CryptoGraphic Locker,.clf,,wallpaper.jpg,"Has a GUI.
Subvariants: CoinVault
BitCryptor",,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoGraphic+Locker,,
CryptoHost,,,,"RAR's victim's files
has a GUI",AES(256) (RAR implementation),"Manamecrypt, Telograph, ROI Locker",,http://www.bleepingcomputer.com/news/security/cryptohost-decrypted-locks-files-in-a-password-protected-rar-file/,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoHost,,
CryptoJacky,,,,,,,,,https://twitter.com/jiriatvirlab/status/838779371750031360,,,,
CryptoJoker,.crjoker,,"README!!!.txt
GetYouFiles.txt
crjoker.html",,AES-256,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoJoker,,
CryptoLocker,".encrypted 
.ENC",,,no longer relevant,RSA,,,https://www.fireeye.com/blog/executive-perspective/2014/08/your-locker-of-information-for-cryptolocker-decryption.html,https://reaqta.com/2016/04/uncovering-ransomware-distribution-operation-part-2/,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoLocker,,
CryptoLocker 1.0.0,,,,,,,,,https://twitter.com/malwrhunterteam/status/839747940122001408,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoLocker+1.0.0,,
CryptoLocker 5.1,,,,,,,,,https://twitter.com/malwrhunterteam/status/782890104947867649,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoLocker+5.1,,
CryptoLuck / YafunnLocker,.[victim_id]_luck,[A-F0-9]{8}_luck,%AppData%\@WARNING_FILES_ARE_ENCRYPTED.[victim_id].txt.,via RIG EK,AES(256),,,,http://www.bleepingcomputer.com/news/security/cryptoluck-ransomware-being-malvertised-via-rig-e-exploit-kits/,https://twitter.com/malwareforme/status/798258032115322880,https://twitter.com/malwareforme/status/798258032115322880,,
CryptoMix,".code
.scl
.rmd
.lesli
.rdmk
.CRYPTOSHIELD
.CRYPTOSHIEL",".id_(ID_MACHINE)_email_xoomx@dr.com_.code
.id_*_email_zeta@dr.com
.id_(ID_MACHINE)_email_anx@dr.com_.scl
.email[supl0@post.com]id[\[[a-z0-9]{16}\]].lesli
*filename*.email[*email*]_id[*id*].rdmk","HELP_YOUR_FILES.html (CryptXXX)
HELP_YOUR_FILES.txt (CryptoWall 3.0, 4.0)
INSTRUCTION RESTORE FILE.TXT",,,Zeta,,,http://www.nyxbone.com/malware/CryptoMix.html,https://www.cert.pl/en/news/single/technical-analysis-of-cryptomixcryptfile2-ransomware/,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoMix,,
CryptON,"_crypt
.id-_locked
.id-_locked_by_krec
.id-_locked_by_perfect
.id-_x3m
.id-_r9oj
.id-_garryweber@protonmail.ch
.id-_steaveiwalker@india.com_
.id-_julia.crown@india.com_
.id-_tom.cruz@india.com_
.id-_CarlosBoltehero@india.com_
.id-_maria.lopez1@india.com_",name_crypt..extension,,,"RSA, AES-256 and SHA-256","Nemesis
X3M",,https://decrypter.emsisoft.com/crypton,https://www.bleepingcomputer.com/news/security/crypton-ransomware-is-here-and-its-not-so-bad-/,https://twitter.com/JakubKroustek/status/829353444632825856,https://www.google.de/search?tbm=isch&q=Ransomware+CryptON,,
CryptoRansomeware,,,,,,,,,https://twitter.com/malwrhunterteam/status/817672617658347521,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoRansomeware,,
Cryptorium,.ENC,,,Only renames files and does not encrypt them,,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+Cryptorium,,
CryptoRoger,.crptrgr,,!Where_are_my_files!.html,,AES,,,,http://www.bleepingcomputer.com/news/security/new-ransomware-called-cryptoroger-that-appends-crptrgr-to-encrypted-files/,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoRoger,,
CryptoShadow,.doomed,,LEER_INMEDIATAMENTE.txt,,,,,,https://twitter.com/struppigel/status/821992610164277248,,,,
CryptoShield,.CRYPTOSHIELD,grfg.wct.CRYPTOSHIELD,"# RESTORING FILES #.HTML
# RESTORING FILES #.TXT",CryptoMix Variant,AES(256) / ROT-13,,,,https://www.bleepingcomputer.com/news/security/cryptomix-variant-named-cryptoshield-1-0-ransomware-distributed-by-exploit-kits/,,,,
CryptoShocker,.locked,,ATTENTION.url,,AES,,,,http://www.bleepingcomputer.com/forums/t/617601/cryptoshocker-ransomware-help-and-support-topic-locked-attentionurl/,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoShocker,,
CryptoTorLocker2015,.CryptoTorLocker2015!,,"HOW TO DECRYPT FILES.txt
%Temp%\<random>.bmp",,,,,http://www.bleepingcomputer.com/forums/t/565020/new-cryptotorlocker2015-ransomware-discovered-and-easily-decrypted/,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoTorLocker2015,,
CryptoTrooper,,,,,AES,,,,http://news.softpedia.com/news/new-open-source-linux-ransomware-shows-infosec-community-divide-508669.shtml,,,,
CryptoWall 1,,no filename change,"DECRYPT_INSTRUCTION.HTML
DECRYPT_INSTRUCTION.TXT
DECRYPT_INSTRUCTION.URL
INSTALL_TOR.URL",,,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoWall+1,,
CryptoWall 2,,no filename change,"HELP_DECRYPT.TXT
HELP_DECRYPT.PNG
HELP_DECRYPT.URL
HELP_DECRYPT.HTML
",,,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoWall+2,,
CryptoWall 3,,no filename change,"HELP_DECRYPT.TXT
HELP_DECRYPT.PNG
HELP_DECRYPT.URL
HELP_DECRYPT.HTML
",,,,,,https://blogs.technet.microsoft.com/mmpc/2015/01/13/crowti-update-cryptowall-3-0/,https://www.virustotal.com/en/file/45317968759d3e37282ceb75149f627d648534c5b4685f6da3966d8f6fca662d/analysis/,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoWall+3,,
CryptoWall 4,,"<random>.<random>, e.g.,
27p9k967z.x1nep","HELP_YOUR_FILES.HTML
HELP_YOUR_FILES.PNG
",,,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptoWall+4,,
CryptoWire,,,,,AES(256),,,,https://twitter.com/struppigel/status/791554654664552448,https://www.bleepingcomputer.com/news/security/-proof-of-concept-cryptowire-ransomware-spawns-lomix-and-ultralocker-families/,,,
CryptXXX,.crypt,,"de_crypt_readme.bmp, .txt, .html",Comes with Bedep,,CryptProjectXXX,,https://support.kaspersky.com/viruses/disinfection/8547,http://www.bleepingcomputer.com/virus-removal/cryptxxx-ransomware-help-information,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptXXX,,
CryptXXX 2.0,.crypt,,"<personal-ID>.txt, .html, .bmp","Locks screen. Ransom note names are an ID.
Comes with Bedep.",,CryptProjectXXX,,https://support.kaspersky.com/viruses/disinfection/8547,https://www.proofpoint.com/us/threat-insight/post/cryptxxx2-ransomware-authors-strike-back-against-free-decryption-tool,http://blogs.cisco.com/security/cryptxxx-technical-deep-dive,https://www.google.de/search?tbm=isch&q=Ransomware+CryptXXX+2.0,,
CryptXXX 3.0,".crypt
.cryp1
.crypz
.cryptz
random",,,Comes with Bedep,,"UltraDeCrypter
UltraCrypter",,https://support.kaspersky.com/viruses/disinfection/8547,http://www.bleepingcomputer.com/news/security/cryptxxx-updated-to-version-3-0-decryptors-no-longer-work/,http://blogs.cisco.com/security/cryptxxx-technical-deep-dive,https://www.google.de/search?tbm=isch&q=Ransomware+CryptXXX+3.0,,
CryptXXX 3.1,.cryp1,,,StilerX credential stealing,,,,https://support.kaspersky.com/viruses/disinfection/8547,https://www.proofpoint.com/us/threat-insight/post/cryptxxx-ransomware-learns-samba-other-new-tricks-with-version3100,,https://www.google.de/search?tbm=isch&q=Ransomware+CryptXXX+3.1,,
CryPy,.cry,,README_FOR_DECRYPT.txt,,AES,,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CryPy,,
Crysis,.bip,.id-[id].[email].bip,,Locks screen. Ransom note ask to contact 888@cock.email. Attack timeline shows machine was compromised by RDP bruteforce first then implant the ransomware as final step,,,,,https://www.bleepingcomputer.com/news/security/new-arena-crysis-ransomware-variant-released/,https://blog.trendmicro.com/trendlabs-security-intelligence/brute-force-rdp-attacks-plant-crysis-ransomware/,https://www.dropbox.com/s/2gtk33g6rwlkcfb/Crysis%20Lock.png?dl=0,,
CTB-Faker,,,,,,,,,http://www.bleepingcomputer.com/news/security/ctb-faker-ransomware-does-a-poor-job-imitating-ctb-locker/,,https://www.google.de/search?tbm=isch&q=Ransomware+CTB-Faker,,
CTB-Locker,".ctbl
",".([a-z]{6,7})","AllFilesAreLocked <user_id>.bmp
DecryptAllFiles <user_id>.txt
<random>.html
",,RSA(2048),Citroni,,,,,https://www.google.de/search?tbm=isch&q=Ransomware+CTB-Locker,,
CTB-Locker WEB,,,,websites only,AES(256),,,,https://thisissecurity.net/2016/02/26/a-lockpicking-exercise/,https://github.com/eyecatchup/Critroni-php,https://www.google.de/search?tbm=isch&q=Ransomware+CTB-Locker+WEB,,
CuteRansomware,".已加密
.encrypted",,"你的檔案被我們加密啦!!!.txt
Your files encrypted by our friends !!! txt",Based on my-Little-Ransomware,AES(128),my-Little-Ransomware,,https://github.com/aaaddress1/my-Little-Ransomware/tree/master/decryptoTool,https://github.com/aaaddress1/my-Little-Ransomware,,https://www.google.de/search?tbm=isch&q=Ransomware+CuteRansomware,,
Cyber SpLiTTer Vbs,,,,Based on HiddenTear,,CyberSplitter,,,https://twitter.com/struppigel/status/778871886616862720,https://twitter.com/struppigel/status/806758133720698881,https://www.google.de/search?tbm=isch&q=Ransomware+Cyber+SpLiTTer+Vbs,,
